-8.695012907385e-04 -1.323221437633e-02
-8.694992907339e-04 -1.323221437633e-02
-8.694972907294e-04 -1.146443001926e-02
-8.694952907249e-04 -6.161075085402e-03
-8.694932907203e-04 -1.323221437633e-02
-8.694912907158e-04 -1.853556931019e-02
-8.694892907112e-04 -1.146443001926e-02
-8.694872907067e-04 +2.677849493921e-03
-8.694852907022e-04 +4.445633850992e-03
-8.694832906976e-04 -3.444563224912e-02
-8.694812906931e-04 -4.682013019919e-02
-8.694792906885e-04 +6.278253346682e-02
-8.694772906840e-04 +2.565905451775e-02
-8.694752906794e-04 -2.625505439937e-03
-8.694732906749e-04 +6.213420070708e-03
-8.694712906704e-04 +1.151677500457e-02
-8.694692906658e-04 -9.696644730866e-03
-8.694672906613e-04 -9.696644730866e-03
-8.694652906567e-04 +6.213420070708e-03
-8.694632906522e-04 +9.748988784850e-03
-8.694612906477e-04 -2.030335366726e-02
-8.694592906431e-04 -2.737449482083e-02
-8.694572906386e-04 -3.091006353498e-02
-8.694552906340e-04 -6.273019313812e-02
-8.694532906295e-04 -6.449797749519e-02
-8.694512906250e-04 -8.747918158770e-02
-8.694492906204e-04 -1.369771510363e-01
-8.694472906159e-04 -1.528872251511e-01
-8.694452906113e-04 -1.369771510363e-01
-8.694432906068e-04 -1.157637387514e-01
-8.694412906022e-04 -8.924696594477e-02
-8.694392905977e-04 -5.919462442398e-02
-8.694372905932e-04 -3.974898904562e-02
-8.694352905886e-04 -9.696644730866e-03
-8.694332905841e-04 +7.981204427779e-03
-8.694312905795e-04 +3.449797630310e-02
-8.694292905750e-04 +5.747918039560e-02
-8.694272905705e-04 +7.515703141689e-02
-8.694252905659e-04 +9.460266679525e-02
-8.694232905614e-04 +1.016738042235e-01
-8.694212905568e-04 +1.016738042235e-01
-8.694192905523e-04 +1.105127334595e-01
-8.694172905478e-04 +1.105127334595e-01
-8.694152905432e-04 +1.016738042235e-01
-8.694132905387e-04 +9.283488243818e-02
-8.694112905341e-04 +7.338924705982e-02
-8.694092905296e-04 +6.455032527447e-02
-8.694072905250e-04 +5.571139603853e-02
-8.694052905205e-04 +4.687247052789e-02
-8.694032905160e-04 +3.273019194603e-02
-8.694012905114e-04 +2.389126643538e-02
-8.693992905069e-04 +1.505234371871e-02
-8.693972905023e-04 +6.213420070708e-03
-8.693952904978e-04 +2.677849493921e-03
-8.693932904933e-04 -4.393289797008e-03
-8.693912904887e-04 -1.146443001926e-02
-8.693892904842e-04 -1.853556931019e-02
-8.693872904796e-04 -2.207113988698e-02
-8.693852904751e-04 -2.383892424405e-02
-8.693832904706e-04 -2.560671046376e-02
-8.693812904660e-04 -2.737449482083e-02
-8.693792904615e-04 -2.737449482083e-02
-8.693772904569e-04 -2.737449482083e-02
-8.693752904524e-04 -3.267784789205e-02
-8.693732904478e-04 -3.267784789205e-02
-8.693712904433e-04 -2.737449482083e-02
-8.693692904388e-04 -2.737449482083e-02
-8.693672904342e-04 -2.383892424405e-02
-8.693652904297e-04 -1.853556931019e-02
-8.693632904251e-04 -1.323221437633e-02
-8.693612904206e-04 -9.696644730866e-03
-8.693592904161e-04 -2.625505439937e-03
-8.693572904115e-04 -8.577201515436e-04
-8.693552904070e-04 +9.100651368499e-04
-8.693532904024e-04 +6.213420070708e-03
-8.693512903979e-04 +1.328455936164e-02
-8.693492903934e-04 +2.212348207831e-02
-8.693472903888e-04 +1.505234371871e-02
-8.693452903843e-04 +7.981204427779e-03
-8.693432903797e-04 +9.748988784850e-03
-8.693412903752e-04 +1.151677500457e-02
-8.693392903706e-04 +6.213420070708e-03
-8.693372903661e-04 +4.445633850992e-03
-8.693352903616e-04 +9.100651368499e-04
-8.693332903570e-04 -4.393289797008e-03
-8.693312903525e-04 -4.393289797008e-03
-8.693292903479e-04 -4.393289797008e-03
-8.693272903434e-04 +2.677849493921e-03
-8.693252903389e-04 +2.677849493921e-03
-8.693232903343e-04 -8.577201515436e-04
-8.693212903298e-04 -8.577201515436e-04
-8.693192903252e-04 +9.100651368499e-04
-8.693172903207e-04 +9.100651368499e-04
-8.693152903162e-04 -6.161075085402e-03
-8.693132903116e-04 -2.560671046376e-02
-8.693112903071e-04 -1.499999966472e-02
-8.693092903025e-04 -4.328455775976e-02
-8.693072902980e-04 -7.510468363762e-02
-8.693052902935e-04 -8.747918158770e-02
-8.693032902889e-04 -1.192993149161e-01
-8.693012902844e-04 -1.334415823221e-01
-8.692992902798e-04 -1.086926013231e-01
-8.692972902753e-04 -8.217582851648e-02
-8.692952902707e-04 -4.858791455626e-02
-8.692932902662e-04 -1.853556931019e-02
-8.692912902617e-04 +4.445633850992e-03
-8.692892902571e-04 +3.096240758896e-02
-8.692872902526e-04 +5.571139603853e-02
-8.692852902480e-04 +6.985367834568e-02
-8.692832902435e-04 +7.869260013103e-02
-8.692812902390e-04 +8.399595320225e-02
-8.692792902344e-04 +8.046038448811e-02
